funcName,args,coverage,error
Api.getDagRun,"[""\""DKiAPcKAl0LxNSuPnsn\"""", ""\""GSTzVhUhknx\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagRun"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getTaskInstanceLog,"[""\""R7dYyBIYWh0H\"""", ""\""SlPYNCHYoWAEg\"""", ""\""zyjdEoRE4rOnLUgp\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getTaskInstanceLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.triggerDag,"[""\""0IM7Xpgfoqy\"""", ""\""DjNRDrwTTIxaLIk\"""", ""\""dUBk9q\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""isApiParamsSet"", ""triggerDag"", ""logToOutput"", ""showWarningMessage""]}",
Api.getDagTasks,"[""\""I4Tvu\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagTasks"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagInfo,"[""\""KXTMYaE9vZ\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagInfo"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getLastDagRunLog,"[""\""W9jjM\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getLastDagRunLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagTasks,"[""\""WoKLbu8RoR7k8ClhL\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagTasks"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getTaskInstances,"[""\""FFexNHn3fI12tNiEm9X\"""", ""\""yv5F16cWoY\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getTaskInstances"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagInfo,"[""\""WMaFvwQVoJ4ryYJivzxB\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagInfo"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagInfo,"[""\""2rvwOBT\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagInfo"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagInfo,"[""\""snSLco1D4u9Ap1g\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagInfo"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getTaskInstanceLog,"[""\""N6E\"""", ""\""Piog2pGDolAiCTP\"""", ""\""2z0P\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getTaskInstanceLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagTasks,"[""\""JCSss4VFM4kZJCXTcx\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagTasks"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagRunHistory,"[""\""DDtGgcn\"""", ""46""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagRunHistory"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getLastDagRunLog,"[""\""XTlzWOE9sqgRtKEac\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getLastDagRunLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagRunHistory,"[""\""KWLZ\"""", ""669""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagRunHistory"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getTaskInstanceLog,"[""\""e7bSAziMej6k\"""", ""\""BVUDcOr1ehXGD2kSr\"""", ""\""wsbJiEp4e\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getTaskInstanceLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.pauseDag,"[""\""3SHHRWg32kcgLTm\"""", ""true""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""pauseDag"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getLastDagRunLog,"[""\""iNzjFjpK0eRk2rvbgC\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getLastDagRunLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.triggerDag,"[""\""ltzlV7voT7\"""", ""\""cZSyecR2ybo2qIz3DnEl\"""", ""\""EVLKQ\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""isApiParamsSet"", ""triggerDag"", ""logToOutput"", ""showWarningMessage""]}",
Api.triggerDag,"[""\""pPy842Y4pG8Ii\"""", ""\""ifgKb5ZQ6hnU6pptGPw0\"""", ""\""RNi4\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""isApiParamsSet"", ""triggerDag"", ""logToOutput"", ""showWarningMessage""]}",
Api.getTaskInstanceLog,"[""\""MxMlkbT\"""", ""\""iHLSmqbATCJiXendW1TJ\"""", ""\""gcyTJdbuKpgfr75u0oz\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getTaskInstanceLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagRun,"[""\""V5vizp\"""", ""\""vF7DOsn9thyTru0qua5\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagRun"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.triggerDag,"[""\""SBD0lMAZ\"""", ""\""R4SDtDL\"""", ""\""yuvCmj2mfjd\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""isApiParamsSet"", ""triggerDag"", ""logToOutput"", ""showWarningMessage""]}",
Api.cancelDagRun,"[""\""9fW8RGthRFki8WW5b\"""", ""\""e2Lj08byntidq\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""cancelDagRun"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.pauseDag,"[""\""v84JLGC5enD0g\"""", ""false""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""pauseDag"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getTaskInstanceLog,"[""\""rvWf\"""", ""\""FroFZ5gxF\"""", ""\""grcW\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getTaskInstanceLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getTaskInstanceLog,"[""\""KIO4vDfYx\"""", ""\""hq43lYxJBPFSJ3wTFm\"""", ""\""H4ba0Lhn\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getTaskInstanceLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getTaskInstanceLog,"[""\""bYXafgVIqu5ba5u9C\"""", ""\""a0P\"""", ""\""wDOo0gn3ykUtgakk\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getTaskInstanceLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagInfo,"[""\""fWDAU3OUP\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagInfo"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.cancelDagRun,"[""\""XbU43YWIvDXlW\"""", ""\""PUlYsO4thSwx\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""cancelDagRun"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagRun,"[""\""9KyvvBJ7ZbFM9I\"""", ""\""h10QY2dYLR\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagRun"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagInfo,"[""\""7ptNPWs0fqy1ICjW1Z\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagInfo"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.cancelDagRun,"[""\""4ntw0MhWeSHaNUl\"""", ""\""vZJ9fDQSoJpSN6s\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""cancelDagRun"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getDagRun,"[""\""njg9bkfssaSv21tJBCG\"""", ""\""YEN10MvD6bnqwdhIbGLM\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getDagRun"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.triggerDag,"[""\""tmkk2O046XsKuB5zPC\"""", ""\""dRzXBVkXq\"""", ""\""oAEo2ivg4hNuP0ybjkpf\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""isApiParamsSet"", ""triggerDag"", ""logToOutput"", ""showWarningMessage""]}",
Api.pauseDag,"[""\""OOJMnnKJOV\"""", ""false""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""pauseDag"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getLastDagRunLog,"[""\""xv81QrmZzCAys0zBDWYE\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getLastDagRunLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.pauseDag,"[""\""3v2MnmH\"""", ""false""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""pauseDag"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getLastDagRunLog,"[""\""1Ya\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getLastDagRunLog"", ""encode"", ""logToOutput"", ""showInfoMessage"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
Api.getTaskInstances,"[""\""EM2\"""", ""\""3JPz33yo3STig\""""]","{""file:///Final%20Project/Logging/Backups/Airflow%20by%20NecatiARSLAN/ext-fuzz-b4ue8rb5/airflow-vscode-extension-main/dist/extension.js"": [""getTaskInstances"", ""encode"", ""logToOutput"", ""showErrorMessage"", ""default"", ""fetch"", ""isRequest"", ""Request""]}",
